Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,285,Accompanied Minors,all,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,256,Accompanied Minors,all,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,229,Accompanied Minors,all,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,239,Accompanied Minors,all,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,305,Accompanied Minors,all,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,303,Accompanied Minors,all,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,187,Accompanied Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,"2,964",UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,SEP,SEP,361,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,AUG,AUG,348,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,265,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,321,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,255,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,312,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,245,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,200,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,141,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,174,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,184,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,158,UC / Single Minors,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,"77,684",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,SEP,SEP,"9,500",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,AUG,AUG,"12,468",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUL,JUL,"9,201",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,"7,733",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,"8,390",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,"18,052",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,"3,865",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,"1,557",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,"1,584",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,"2,310",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,"1,782",FMUA,all,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,"1,242",FMUA,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,"88,897",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,SEP,SEP,"9,902",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,AUG,AUG,"9,202",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,"8,590",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,"7,211",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,"7,886",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,"13,632",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,"7,027",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,"4,854",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,"5,033",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,"5,862",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,"5,561",Single Adults,all,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,"4,137",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,"2,206,436",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,SEP,SEP,"207,597",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,AUG,AUG,"181,774",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,"181,834",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,"192,399",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,"224,370",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,"203,504",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,"211,181",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,"159,170",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,"147,877",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,"170,602",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,"167,015",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,"159,113",%many-values%,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,"149,093",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,SEP,SEP,"11,539",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,AUG,AUG,"10,993",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,"13,003",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,"14,929",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,"14,420",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,"11,857",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,"13,892",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,"11,779",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,"8,607",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,"11,704",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,"13,745",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,"12,625",UC / Single Minors,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"482,962",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,SEP,SEP,"44,579",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,AUG,AUG,"39,305",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,"42,851",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,"44,071",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,"51,166",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,"37,082",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,"34,052",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,"25,165",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,"30,419",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"49,437",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,"43,279",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,"41,556",FMUA,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"1,574,381",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,SEP,SEP,"151,479",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,AUG,AUG,"131,476",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,"125,980",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,"133,399",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,"158,784",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"154,565",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,"163,237",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,"122,226",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,"108,851",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,"109,461",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,"109,991",Single Adults,all,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,"104,932",Single Adults,all,all
%all%,%all%,%all%,%all%,%all%,%all%,"2,378,944",%many-values%,all,all
%all%,%all%,%all%,%all%,SEP,SEP,"227,547",%many-values%,all,all
%all%,%all%,%all%,%all%,AUG,AUG,"204,087",%many-values%,all,all
%all%,%all%,%all%,%all%,JUL,JUL,"200,162",%many-values%,all,all
%all%,%all%,%all%,%all%,JUN,JUN,"207,834",%many-values%,all,all
%all%,%all%,%all%,%all%,MAY,MAY,"241,136",%many-values%,all,all
%all%,%all%,%all%,%all%,APR,APR,"235,785",%many-values%,all,all
%all%,%all%,%all%,%all%,MAR,MAR,"222,574",%many-values%,all,all
%all%,%all%,%all%,%all%,FEB,FEB,"166,010",%many-values%,all,all
%all%,%all%,%all%,%all%,JAN,JAN,"154,874",%many-values%,all,all
%all%,%all%,%all%,%all%,DEC,DEC,"179,253",%many-values%,all,all
%all%,%all%,%all%,%all%,NOV,NOV,"174,845",%many-values%,all,all
%all%,%all%,%all%,%all%,OCT,OCT,"164,837",%many-values%,all,all
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,"147,085",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,SEP,SEP,"18,170",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,AUG,AUG,"20,283",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,"16,378",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,"13,546",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,"14,589",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,"30,031",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,"8,992",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,"4,569",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,"4,807",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,"6,340",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,"5,493",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,"3,887",%many-values%,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,765,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,SEP,SEP,53,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,AUG,AUG,77,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUL,JUL,76,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUN,JUN,60,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,39,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,80,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,49,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,44,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,65,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,74,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,80,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,68,Accompanied Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,"2,964",UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,SEP,SEP,361,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,AUG,AUG,348,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,265,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,321,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,255,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,312,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,245,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,200,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,141,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,174,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,184,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,158,UC / Single Minors,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,"77,684",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,SEP,SEP,"9,500",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,AUG,AUG,"12,468",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUL,JUL,"9,201",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,"7,733",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,"8,390",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,"18,052",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,"3,865",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,"1,557",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,"1,584",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,"2,310",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,"1,782",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,"1,242",FMUA,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,"65,672",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,SEP,SEP,"8,256",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,AUG,AUG,"7,390",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,"6,836",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,"5,432",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,"5,905",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,"11,587",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,"4,833",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,"2,768",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,"3,017",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,"3,782",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,"3,447",Single Adults,all,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,"2,419",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,"1,152,352",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,SEP,SEP,"135,125",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,AUG,AUG,"109,095",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,"106,078",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,"99,608",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,"120,773",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,"105,180",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,"101,501",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,"68,288",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,"70,352",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,"90,760",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,"79,165",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,"66,427",%many-values%,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,"149,086",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,SEP,SEP,"11,537",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,AUG,AUG,"10,992",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,"13,002",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,"14,928",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,"14,419",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,"11,857",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,"13,892",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,"11,779",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,"8,607",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,"11,704",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,"13,744",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,"12,625",UC / Single Minors,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"366,899",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,SEP,SEP,"38,865",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,AUG,AUG,"32,783",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,"32,933",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,"29,805",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,"40,476",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,"29,490",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,"26,125",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,"17,151",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,"21,934",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"37,532",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,"31,659",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,"28,146",FMUA,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"636,367",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,SEP,SEP,"84,723",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,AUG,AUG,"65,320",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,"60,143",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,"54,875",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,"65,878",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"63,833",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,"61,484",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,"39,358",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,"39,811",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,"41,524",Single Adults,all,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,"33,762",Single Adults,all,Title 8
