Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,12,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,12,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,7,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,7,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,4471,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,4471,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,1663,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,1663,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,2584,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,2584,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,224,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,224,Single Adults,El Salvador,Title 8
%all%,%all%,%all%,%all%,%all%,%all%,4498,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,OCT,OCT,4498,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,15,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,15,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,%all%,%all%,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,OCT,OCT,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,14,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,14,Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,5286,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,5286,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,2,UC / Single Minors,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,2,UC / Single Minors,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,1521,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,1521,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,3763,Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,3763,Single Adults,El Salvador,Title 42
%all%,%all%,%all%,%all%,%all%,%all%,5301,%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,OCT,OCT,5301,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,73,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,73,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,%all%,%all%,3,Accompanied Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,OCT,OCT,3,Accompanied Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,19,UC / Single Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,19,UC / Single Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,14,FMUA,Guatemala,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,14,FMUA,Guatemala,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,37,Single Adults,Guatemala,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,37,Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,19247,%many-values%,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,19247,%many-values%,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,5068,UC / Single Minors,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,5068,UC / Single Minors,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,4116,FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,4116,FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,10063,Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,10063,Single Adults,Guatemala,all
%all%,%all%,%all%,%all%,%all%,%all%,19320,%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,OCT,OCT,19320,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,51,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,51,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,19,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,19,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,14,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,14,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,18,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,18,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,6098,%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,6098,%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,5068,UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,5068,UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,695,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,695,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,335,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,335,Single Adults,Guatemala,Title 8
%all%,%all%,%all%,%all%,%all%,%all%,6149,%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,OCT,OCT,6149,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,22,%many-values%,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,22,%many-values%,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,%all%,%all%,3,Accompanied Minors,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,OCT,OCT,3,Accompanied Minors,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,19,Single Adults,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,19,Single Adults,Guatemala,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,13149,%many-values%,Guatemala,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,13149,%many-values%,Guatemala,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,3421,FMUA,Guatemala,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,3421,FMUA,Guatemala,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,9728,Single Adults,Guatemala,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,9728,Single Adults,Guatemala,Title 42
%all%,%all%,%all%,%all%,%all%,%all%,13171,%many-values%,Guatemala,Title 42
%all%,%all%,%all%,%all%,OCT,OCT,13171,%many-values%,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,82,%many-values%,Honduras,all
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,82,%many-values%,Honduras,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,%all%,%all%,1,Accompanied Minors,Honduras,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,OCT,OCT,1,Accompanied Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,6,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,6,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,34,FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,34,FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,41,Single Adults,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,41,Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,21736,%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,21736,%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,3147,UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,3147,UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,10409,FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,10409,FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,8180,Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,8180,Single Adults,Honduras,all
%all%,%all%,%all%,%all%,%all%,%all%,21818,%many-values%,Honduras,all
%all%,%all%,%all%,%all%,OCT,OCT,21818,%many-values%,Honduras,all
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,64,%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,64,%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,6,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,6,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,34,FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,34,FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,24,Single Adults,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,24,Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,7940,%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,7940,%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,3145,UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,3145,UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,4268,FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,4268,FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,527,Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,527,Single Adults,Honduras,Title 8
%all%,%all%,%all%,%all%,%all%,%all%,8004,%many-values%,Honduras,Title 8
%all%,%all%,%all%,%all%,OCT,OCT,8004,%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,18,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,18,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,%all%,%all%,1,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,OCT,OCT,1,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,17,Single Adults,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,17,Single Adults,Honduras,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,13796,%many-values%,Honduras,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,13796,%many-values%,Honduras,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,2,UC / Single Minors,Honduras,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,2,UC / Single Minors,Honduras,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,6141,FMUA,Honduras,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,6141,FMUA,Honduras,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,7653,Single Adults,Honduras,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,7653,Single Adults,Honduras,Title 42
%all%,%all%,%all%,%all%,%all%,%all%,13814,%many-values%,Honduras,Title 42
%all%,%all%,%all%,%all%,OCT,OCT,13814,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,3154,%many-values%,Mexico,all
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,3154,%many-values%,Mexico,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,%all%,%all%,178,Accompanied Minors,Mexico,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,OCT,OCT,178,Accompanied Minors,Mexico,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,113,UC / Single Minors,Mexico,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,113,UC / Single Minors,Mexico,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,160,FMUA,Mexico,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,160,FMUA,Mexico,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,2703,Single Adults,Mexico,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,2703,Single Adults,Mexico,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,62572,%many-values%,Mexico,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,62572,%many-values%,Mexico,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,2309,UC / Single Minors,Mexico,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,2309,UC / Single Minors,Mexico,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,1868,FMUA,Mexico,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,1868,FMUA,Mexico,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,58395,Single Adults,Mexico,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,58395,Single Adults,Mexico,all
%all%,%all%,%all%,%all%,%all%,%all%,65726,%many-values%,Mexico,all
%all%,%all%,%all%,%all%,OCT,OCT,65726,%many-values%,Mexico,all
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,1411,%many-values%,Mexico,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,1411,%many-values%,Mexico,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,%all%,%all%,66,Accompanied Minors,Mexico,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,OCT,OCT,66,Accompanied Minors,Mexico,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,113,UC / Single Minors,Mexico,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,113,UC / Single Minors,Mexico,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,160,FMUA,Mexico,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,160,FMUA,Mexico,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,1072,Single Adults,Mexico,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,1072,Single Adults,Mexico,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,4742,%many-values%,Mexico,Title 8
